V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,mTurkCode,Q26,Q1,Q2,Q2,Q45_7,Q45_9,Q20_7,Q20_9,Q18_6,Q18_7,Q26_7,Q26_9,Q18_4,Q18_5,Q19_4,Q19_5,Q19_1,Q19_2,Q8,Q9,Q15,Q16,Q12,DO-BR-FL_17,DO-BR-FL_35,DO-BR-FL_31,DO-BR-FL_48,DO-BR-FL_56,DO-BR-FL_52,DO-BL-Treatment,DO-BL-Control,DO-Q-Q1,DO-Q-Q2,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2dtIDfiiCa3Rvx1,Default Response Set,Anonymous,,,75.100.89.130,0,2016-04-24 07:15:29,2016-04-24 07:19:05,1,4850840,45-54,Democrat,Strong,,,,,,,,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderately familiar,Slightly familiar,Female,4-year College Degree,Service ,Married with children,Wisconsin,,,Control,,,,,Q26|Q19|Q18,1|3|2,1|2,43.118392944336,-89.520698547363,-1,
R_12tkjGIrh53W936,Default Response Set,Anonymous,,,98.204.102.197,0,2016-04-24 07:17:45,2016-04-24 07:20:57,1,9411689,26-34,Republican,Weak,,,,,,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very familiar,Slightly familiar,Male,4-year College Degree,Government ,"Single, never married",Virginia,,,,,Control,,,Q26|Q18|Q19,3|2|1,1|2,38.886505126953,-77.096900939941,-1,
R_qE1C9XId2G27E09,Default Response Set,Anonymous,,,76.100.212.88,0,2016-04-24 07:20:18,2016-04-24 07:22:44,1,9098860,26-34,Independent,,Democrat,Strongly Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Very familiar,Very familiar,Male,2-year College Degree,Government ,Married without children,Maryland,,Treatment,,,,,Q45|Q20|Q18,,2|3|1,2|1,39.46240234375,-77.275802612305,-1,
R_2dFRrXAvyMGuOwj,Default Response Set,Anonymous,,,75.64.174.142,0,2016-04-24 07:18:37,2016-04-24 07:23:54,1,748427,45-54,Republican,Moderate,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Extremely familiar,Extremely familiar,Male,4-year College Degree,"Management, professional, and related ",Married with children,Tennessee,,,,,,Control,,Q26|Q19|Q18,3|2|1,1|2,35.13639831543,-89.772598266602,-1,
R_31n07S1hYR4ebUO,Default Response Set,Anonymous,,,66.56.180.226,0,2016-04-24 07:22:16,2016-04-24 07:24:52,1,5440776,26-34,Independent,,Democrat,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Slightly familiar,Slightly familiar,Male,4-year College Degree,Other,"Single, never married",South Carolina,,Treatment,,,,,Q45|Q20|Q18,,2|3|1,1|2,34.000701904297,-81.034797668457,-1,
R_2S2XLqcJ6uIexmc,Default Response Set,Anonymous,,,50.179.238.176,0,2016-04-24 07:23:00,2016-04-24 07:28:24,1,4242935,45-54,Republican,Strong,,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,,,,,,,Very familiar,Moderately familiar,Male,Some College,Unemployed,Married without children,Illinois,,,,,,Treatment,Q45|Q18|Q20,,3|2|1,1|2,42.347900390625,-87.86710357666,-1,
R_3jUaH22LXU5yj63,Default Response Set,Anonymous,,,75.98.102.131,0,2016-04-24 07:29:39,2016-04-24 07:30:45,1,3929141,26-34,Independent,,Democrat,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderately familiar,Moderately familiar,Male,High School / GED,Service ,"Single, never married",Missouri,,Control,,,,,,Q26|Q18|Q19,2|3|1,1|2,37.148895263672,-93.26139831543,-1,
R_3GcRp1Nn3byBgvc,Default Response Set,Anonymous,,,182.216.110.67,0,2016-04-24 07:30:06,2016-04-24 07:31:53,1,3708487,35-44,Republican,Moderate,,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,,,,,,,Slightly familiar,Slightly familiar,Male,Masters Degree,"Management, professional, and related ",Married with children,Missouri,,,,,,Treatment,Q45|Q20|Q18,,2|3|1,2|1,37.598495483398,126.97830200195,-1,
R_2cCn58WsQVZ53WL,Default Response Set,Anonymous,,,50.26.3.129,0,2016-04-24 07:28:06,2016-04-24 07:32:22,1,4291083,35-44,Republican,Weak,,,,,,,,Agree,Disagree,Agree,Agree,Agree,Agree,Very familiar,Very familiar,Female,4-year College Degree,"Management, professional, and related ",Divorced,Texas,,,,,,Control,,Q26|Q19|Q18,1|3|2,2|1,35.16130065918,-101.87899780273,-1,
R_1gwQQhfwU0bK2hv,Default Response Set,Anonymous,,,107.133.16.126,0,2016-04-24 07:32:58,2016-04-24 07:36:21,1,4604135,35-44,Democrat,Strong,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,,,,,,,Moderately familiar,Extremely familiar,Female,2-year College Degree,"Management, professional, and related ","Single, never married",Missouri,,,Treatment,,,,Q45|Q18|Q20,,2|3|1,1|2,38.630401611328,-90.216499328613,-1,
R_qPDWipV1Ho8f6sF,Default Response Set,Anonymous,,,73.89.119.92,0,2016-04-24 07:33:53,2016-04-24 07:36:39,1,9673211,26-34,Democrat,Moderate,,Agree,Agree,Agree,Agree,Strongly Agree,Agree,,,,,,,Extremely familiar,Extremely familiar,Male,Some College,Service ,Living w/ partner,Massachusetts,,Treatment,,,,,Q45|Q20|Q18,,2|3|1,2|1,42.22380065918,-72.640899658203,-1,
R_1KlHiFVdCA7KPev,Default Response Set,Anonymous,,,32.213.239.245,0,2016-04-24 07:33:22,2016-04-24 07:37:10,1,6875980,26-34,Democrat,Strong,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Very familiar,Very familiar,Female,Masters Degree,Service ,Married with children,Connecticut,,Control,,,,,,Q26|Q19|Q18,1|3|2,2|1,41.76350402832,-72.726600646973,-1,
R_0fFbD9kDMLpQ9j3,Default Response Set,Anonymous,,,67.61.237.208,0,2016-04-24 07:31:41,2016-04-24 07:37:20,1,3058323,55-64,Republican,Moderate,,,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Extremely familiar,Moderately familiar,Female,2-year College Degree,Retired,Married without children,New Mexico,,,,,,Control,,Q26|Q19|Q18,3|1|2,1|2,33.568206787109,-104.42250061035,-1,
R_ReuWC44j1HPlF7j,Default Response Set,Anonymous,,,98.204.160.211,0,2016-04-24 07:36:37,2016-04-24 07:39:53,1,1072510,55-64,Independent,,Republican,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,,,,,,Moderately familiar,Moderately familiar,Male,Masters Degree,Unemployed,Divorced,Virginia,,,,,,Treatment,Q45|Q18|Q20,,1|3|2,2|1,38.81559753418,-77.045303344727,-1,
R_2461YaNrPTVlFVu,Default Response Set,Anonymous,,,64.237.210.103,0,2016-04-24 07:36:30,2016-04-24 07:41:18,1,4031854,45-54,Independent,,Republican,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Very familiar,Slightly familiar,Female,"Professional Degree (JD, MD)","Management, professional, and related ","Single, never married",New York,,,,,,Treatment,Q45|Q18|Q20,,3|2|1,2|1,18.420806884766,-66.061599731445,-1,
R_Xt6D85gobNPvtsZ,Default Response Set,Anonymous,,,73.97.137.232,0,2016-04-24 07:40:46,2016-04-24 07:43:30,1,7416820,18-25,Democrat,Strong,,,,,,,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly familiar,Slightly familiar,Other,4-year College Degree,Other,"Single, never married",Washington,Control,,,,,,,Q26|Q18|Q19,1|2|3,1|2,47.738494873047,-122.37480163574,-1,
R_1GNXerGteMT0UEq,Default Response Set,Anonymous,,,96.255.144.44,0,2016-04-24 07:40:29,2016-04-24 07:43:40,1,9115885,45-54,Democrat,Weak,,,,,,,,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Very familiar,Very familiar,Male,4-year College Degree,Government ,Married with children,Virginia,,,Control,,,,,Q26|Q19|Q18,1|2|3,1|2,38.746200561523,-77.490303039551,-1,
R_2PhWyXzKn6p82IX,Default Response Set,Anonymous,,,64.121.119.145,0,2016-04-24 07:44:39,2016-04-24 07:46:33,1,8346353,26-34,Republican,Moderate,,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Extremely familiar,Extremely familiar,Male,Some College,Other,Living w/ partner,Pennsylvania,,,,,Treatment,,Q45|Q18|Q20,,2|1|3,2|1,40.567794799805,-75.482803344727,-1,
R_33145QF8GmrEvGx,Default Response Set,Anonymous,,,99.111.17.43,0,2016-04-24 07:44:03,2016-04-24 07:47:48,1,8730183,35-44,Independent,,Democrat,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,,,,,,,Extremely familiar,Extremely familiar,Female,4-year College Degree,Other,Divorced,Alabama,,,Treatment,,,,Q45|Q18|Q20,,2|3|1,2|1,33.223999023438,-86.773002624512,-1,
R_cNswVDp5lQkqgGR,Default Response Set,Anonymous,,,97.95.165.242,0,2016-04-24 07:45:44,2016-04-24 07:47:59,1,460565,26-34,Independent,,Democrat,,,,,,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Extremely familiar,Extremely familiar,Male,Some College,Service ,"Single, never married",Michigan,,Control,,,,,,Q26|Q19|Q18,1|3|2,1|2,43.705307006836,-84.237701416016,-1,
R_3HN4Gr42X1h84JD,Default Response Set,Anonymous,,,97.89.229.112,0,2016-04-24 07:43:06,2016-04-24 07:48:39,1,2228073,26-34,Independent,,Democrat,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,,,,,,,Slightly familiar,Very familiar,Male,Some College,Other,Married without children,North Carolina,,Treatment,,,,,Q45|Q18|Q20,,1|3|2,2|1,35.299697875977,-78.716697692871,-1,
R_3qO4x9nFcVlC4ed,Default Response Set,Anonymous,,,50.25.125.70,0,2016-04-24 07:43:46,2016-04-24 07:49:21,1,7497059,55-64,Democrat,Strong,,,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Moderately familiar,Moderately familiar,Male,Some College,"Production, transportation, and material moving ",Widowed,North Carolina,,,Control,,,,,Q26|Q18|Q19,2|1|3,2|1,35.237503051758,-77.615097045898,-1,
R_DduarXoVc3OGLaV,Default Response Set,Anonymous,,,98.217.227.185,0,2016-04-24 07:47:41,2016-04-24 07:50:39,1,6643036,45-54,Republican,Moderate,,,,,,,,Agree,Agree,Disagree,Disagree,Agree,Agree,Extremely familiar,Extremely familiar,Female,4-year College Degree,Other,Married with children,Massachusetts,,,,,,Control,,Q26|Q19|Q18,2|1|3,2|1,41.730499267578,-71.114501953125,-1,
R_pJBRnh3KvJORYIx,Default Response Set,Anonymous,,,98.100.111.242,0,2016-04-24 07:46:44,2016-04-24 07:50:46,1,6289120,26-34,Independent,,Republican,,,,,,,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Extremely familiar,Very familiar,Male,4-year College Degree,"Management, professional, and related ","Single, never married",Mississippi,,,,,Control,,,Q26|Q19|Q18,3|2|1,2|1,38.89990234375,-94.832000732422,-1,
R_1IFVXpIRIPQaLIG,Default Response Set,Anonymous,,,88.174.61.39,0,2016-04-24 07:50:21,2016-04-24 07:52:29,1,6583921,26-34,Democrat,Weak,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,,,,,,,Moderately familiar,Moderately familiar,Female,Masters Degree,Other,Living w/ partner,Virginia,,Treatment,,,,,Q45|Q18|Q20,,2|1|3,2|1,48.700500488281,1.8869934082031,-1,
R_1nTK734DOfVMUpB,Default Response Set,Anonymous,,,107.130.159.70,0,2016-04-24 07:51:16,2016-04-24 07:52:35,1,8515121,26-34,Democrat,Moderate,,,,,,,,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Very familiar,Extremely familiar,Male,High School / GED,Sales and office ,"Single, never married",Texas,,Control,,,,,,Q26|Q18|Q19,3|2|1,1|2,32.369400024414,-96.787300109863,-1,
R_1Li0NPbsSLAs5ng,Default Response Set,Anonymous,,,68.173.235.27,0,2016-04-24 07:51:27,2016-04-24 07:54:52,1,5178419,26-34,Democrat,Moderate,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Moderately familiar,Very familiar,Female,4-year College Degree,Unemployed,"Single, never married",New York,,Control,,,,,,Q26|Q19|Q18,2|1|3,1|2,40.702102661133,-73.94229888916,-1,
R_23VpFEGGtKAm041,Default Response Set,Anonymous,,,72.240.243.155,0,2016-04-24 07:52:59,2016-04-24 07:55:16,1,6449398,26-34,Democrat,Moderate,,,,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Extremely familiar,Extremely familiar,Male,2-year College Degree,Other,Living w/ partner,Ohio,,Control,,,,,,Q26|Q19|Q18,3|2|1,2|1,41.673294067383,-83.604400634766,-1,
R_2OIuzZQAYSn23iP,Default Response Set,Anonymous,,,69.243.64.101,0,2016-04-24 07:52:36,2016-04-24 07:56:08,1,2374075,26-34,Independent,,Democrat,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,Moderately familiar,Moderately familiar,Male,High School / GED,Government ,"Single, never married",Maryland,,Treatment,,,,,Q45|Q20|Q18,,2|1|3,2|1,39.355499267578,-77.477500915527,-1,
R_1LdlqwPw8E3remJ,Default Response Set,Anonymous,,,108.35.94.17,0,2016-04-24 07:54:40,2016-04-24 07:57:09,1,4794426,35-44,Democrat,Strong,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,,,,,,Very familiar,Extremely familiar,Male,4-year College Degree,Service ,Married without children,New Jersey,,,Treatment,,,,Q45|Q20|Q18,,3|2|1,2|1,40.07209777832,-74.206901550293,-1,
R_1Kfenw9kJaB0eKa,Default Response Set,Anonymous,,,71.232.144.169,0,2016-04-24 07:54:08,2016-04-24 07:57:17,1,2953710,26-34,Democrat,Moderate,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Very familiar,Extremely familiar,Female,Some College,Other,Married with children,New Hampshire,,Treatment,,,,,Q45|Q20|Q18,,2|3|1,1|2,42.730499267578,-71.495796203613,-1,
R_3D5vt7RCqdGaheo,Default Response Set,Anonymous,,,72.187.25.245,0,2016-04-24 07:56:11,2016-04-24 07:58:44,1,118354,35-44,Republican,Moderate,,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,,,,,,,Slightly familiar,Slightly familiar,Male,Some College,Service ,"Single, never married",Florida,,,,,,Treatment,Q45|Q20|Q18,,1|3|2,1|2,27.75309753418,-82.722396850586,-1,
R_9Za2hD01GgnooSJ,Default Response Set,Anonymous,,,73.165.97.78,0,2016-04-24 07:55:22,2016-04-24 07:59:56,1,8321519,35-44,Republican,Strong,,,,,,,,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Extremely familiar,Very familiar,Male,4-year College Degree,Sales and office ,Married with children,Pennsylvania,,,,,,Control,,Q26|Q19|Q18,1|2|3,1|2,40.032592773438,-75.115798950195,-1,
R_3PuW5DrFhQM6dp1,Default Response Set,Anonymous,,,166.172.63.23,0,2016-04-24 07:59:29,2016-04-24 08:00:33,1,3950120,26-34,Independent,,Republican,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,,,,,,,Very familiar,Very familiar,Male,4-year College Degree,"Management, professional, and related ","Single, never married",Mississippi,,,,,Treatment,,Q45|Q18|Q20,,2|1|3,1|2,40.780502319336,-73.951202392578,-1,
R_1k1RuX7Rv2JDjbE,Default Response Set,Anonymous,,,104.11.11.144,0,2016-04-24 07:57:25,2016-04-24 08:01:40,1,2627301,18-25,Independent,,Democrat,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Extremely familiar,Extremely familiar,Male,4-year College Degree,Other,Married without children,California,Treatment,,,,,,Q45|Q18|Q20,,2|3|1,1|2,32.74479675293,-117.1701965332,-1,
R_2aXOqCeMJTUzV4z,Default Response Set,Anonymous,,,73.163.16.134,0,2016-04-24 07:58:08,2016-04-24 08:01:44,1,3200405,26-34,Democrat,Weak,,,,,,,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Slightly familiar,Slightly familiar,Female,4-year College Degree,Unemployed,"Single, never married",Maryland,,Control,,,,,,Q26|Q19|Q18,1|3|2,1|2,39.295196533203,-76.623100280762,-1,
R_3jZguhT7UVCjbmU,Default Response Set,Anonymous,,,74.79.198.249,0,2016-04-24 07:59:30,2016-04-24 08:02:08,1,6730289,26-34,Independent,,Republican,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Very familiar,Very familiar,Male,4-year College Degree,"Management, professional, and related ","Single, never married",New York,,,,,Treatment,,Q45|Q20|Q18,,1|2|3,2|1,43.058197021484,-75.270500183105,-1,
R_2zpRmLLtoKitGB8,Default Response Set,Anonymous,,,24.177.246.178,0,2016-04-24 07:55:00,2016-04-24 08:02:19,1,3506429,26-34,Democrat,Strong,,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,,,,,,,Moderately familiar,Moderately familiar,Female,Masters Degree,"Management, professional, and related ",Married without children,Connecticut,,Treatment,,,,,Q45|Q20|Q18,,1|3|2,2|1,41.781600952148,-72.180999755859,-1,
R_3sB5XEFvwvhXqYw,Default Response Set,Anonymous,,,24.51.204.211,0,2016-04-24 07:59:32,2016-04-24 08:04:44,1,9309205,45-54,Democrat,Strong,,,,,,,,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Moderately familiar,Moderately familiar,Female,4-year College Degree,"Construction, extraction, and maintenance ",Married with children,Florida,,,Control,,,,,Q26|Q18|Q19,1|3|2,2|1,26.303100585938,-80.27010345459,-1,
R_3NWboZG2WPr4Ojw,Default Response Set,Anonymous,,,70.118.246.32,0,2016-04-24 08:01:24,2016-04-24 08:06:36,1,3884826,35-44,Democrat,Strong,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,,,,,,,Extremely familiar,Extremely familiar,Male,4-year College Degree,Other,"Single, never married",Missouri,,,Treatment,,,,Q45|Q18|Q20,,1|2|3,2|1,39.033706665039,-94.541000366211,-1,
R_3hAOQIGSn3UOXIS,Default Response Set,Anonymous,,,209.95.50.151,0,2016-04-24 08:06:11,2016-04-24 08:07:15,1,8316091,18-25,Republican,Strong,,,,,,,,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Moderately familiar,Moderately familiar,Male,4-year College Degree,"Management, professional, and related ",Married without children,Virginia,,,,Control,,,,Q26|Q18|Q19,1|2|3,1|2,40.742095947266,-74.001800537109,-1,
R_1Nh1WAjr0afsJPT,Default Response Set,Anonymous,,,162.232.24.149,0,2016-04-24 08:09:17,2016-04-24 08:11:37,1,9186322,26-34,Independent,,Democrat,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Slightly familiar,Moderately familiar,Female,4-year College Degree,Unemployed,Married without children,Ohio,,Control,,,,,,Q26|Q19|Q18,1|2|3,2|1,41.416305541992,-81.922500610352,-1,
R_2zc1hB6RwQgLooE,Default Response Set,Anonymous,,,24.183.94.103,0,2016-04-24 08:05:37,2016-04-24 08:11:42,1,8507776,45-54,Democrat,Weak,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Very familiar,Slightly familiar,Female,Less than High School,Unemployed,Married without children,Wisconsin,,,Control,,,,,Q26|Q19|Q18,1|3|2,2|1,44.887603759766,-89.519996643066,-1,
R_2rCNK5f1BGQoiNl,Default Response Set,Anonymous,,,168.244.5.58,0,2016-04-24 08:08:52,2016-04-24 08:11:52,1,65118,26-34,Republican,Moderate,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Moderately familiar,Very familiar,Male,2-year College Degree,Other,Separated,North Carolina,,,,,Control,,,Q26|Q18|Q19,3|1|2,2|1,35.567504882812,-80.890800476074,-1,
R_3gMhORY2vAMBtqN,Default Response Set,Anonymous,,,73.181.62.189,0,2016-04-24 08:08:39,2016-04-24 08:11:57,1,3814725,26-34,Democrat,Strong,,,,,,,,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderately familiar,Moderately familiar,Male,4-year College Degree,"Management, professional, and related ",Married with children,Colorado,,Control,,,,,,Q26|Q18|Q19,2|1|3,2|1,40.524002075195,-105.13960266113,-1,
R_1kNajiXKLdlR9vv,Default Response Set,Anonymous,,,75.115.160.253,0,2016-04-24 08:09:50,2016-04-24 08:13:02,1,9379557,26-34,Independent,,Republican,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Slightly familiar,Slightly familiar,Male,4-year College Degree,Other,Living w/ partner,Florida,,,,,Treatment,,Q45|Q18|Q20,,2|1|3,2|1,28.004196166992,-82.293601989746,-1,
R_AASDV87VfDFceat,Default Response Set,Anonymous,,,71.176.236.222,0,2016-04-24 08:07:42,2016-04-24 08:13:23,1,3348392,26-34,Democrat,Strong,,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,,,,,,,Moderately familiar,Moderately familiar,Male,Masters Degree,Government ,Married with children,Virginia,,Treatment,,,,,Q45|Q20|Q18,,2|3|1,1|2,37.660995483398,-77.531196594238,-1,
R_0Ha0Vm5qPjZGjxD,Default Response Set,Anonymous,,,74.76.123.6,0,2016-04-24 08:12:53,2016-04-24 08:13:52,1,935069,18-25,Democrat,Strong,,,,,,,,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Slightly familiar,Very familiar,Female,2-year College Degree,Sales and office ,"Single, never married",New Jersey,Control,,,,,,,Q26|Q18|Q19,3|1|2,1|2,43.053497314453,-73.75170135498,-1,
R_2pRUUOACZAb9WEM,Default Response Set,Anonymous,,,74.98.228.195,0,2016-04-24 08:12:18,2016-04-24 08:15:03,1,5419861,18-25,Democrat,Strong,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Very familiar,Very familiar,Male,"Professional Degree (JD, MD)",Other,Living w/ partner,Pennsylvania,Treatment,,,,,,Q45|Q18|Q20,,1|3|2,2|1,40.46809387207,-79.911399841309,-1,
R_1gjOvcF6tOJkPks,Default Response Set,Anonymous,,,173.80.151.209,0,2016-04-24 08:13:13,2016-04-24 08:15:33,1,2865654,26-34,Republican,Moderate,,,,,,,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Extremely familiar,Very familiar,Male,4-year College Degree,Service ,Married with children,West Virginia,,,,,Control,,,Q26|Q18|Q19,1|3|2,2|1,38.363296508789,-81.808898925781,-1,
R_1OOGWz9l6wdEZs7,Default Response Set,Anonymous,,,71.168.226.71,0,2016-04-24 08:13:26,2016-04-24 08:19:41,1,1547694,45-54,Independent,,Democrat,,,,,,,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Very familiar,Very familiar,Female,2-year College Degree,Unemployed,Married with children,New Jersey,,,Control,,,,,Q26|Q18|Q19,2|3|1,1|2,39.874099731445,-74.80899810791,-1,
R_ZCBxtwshtsfUUBb,Default Response Set,Anonymous,,,73.23.153.157,0,2016-04-24 08:17:15,2016-04-24 08:19:56,1,5223934,45-54,Democrat,Moderate,,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,,,,,,,Moderately familiar,Very familiar,Female,4-year College Degree,"Management, professional, and related ",Married without children,Florida,,,Treatment,,,,Q45|Q18|Q20,,3|1|2,2|1,26.528396606445,-81.829498291016,-1,
